"SECTION_DESCR","BNF_CHEMICAL_SUBSTANCE"
"Enteral nutrition","0914011F0"
"Enteral nutrition","0914011G0"
"Enteral nutrition","0914011H0"
"Enteral nutrition","0914011I0"
"Enteral nutrition","0914011J0"
"Enteral nutrition","0914011K0"
"Enteral nutrition","0914011L0"
"Enteral nutrition","0914011M0"
"Enteral nutrition","0914011N0"
"Enteral nutrition","0914011P0"
"Enteral nutrition","0914011Q0"
"Enteral nutrition","0914021A0"
"Enteral nutrition","0914021B0"
"Enteral nutrition","0914021C0"
"Enteral nutrition","0914021D0"
"Enteral nutrition","0914021E0"
"Enteral nutrition","0914021F0"
"Enteral nutrition","0914032A0"
"Enteral nutrition","0914032B0"
"Enteral nutrition","0914032C0"
"Enteral nutrition","0914033A0"
"Enteral nutrition","0914033B0"
"Enteral nutrition","0914034A0"
"Enteral nutrition","0914035A0"
"Enteral nutrition","0914041A0"
"Enteral nutrition","0914041B0"
"Enteral nutrition","0914041C0"
"Enteral nutrition","0914041D0"
"Enteral nutrition","0914051A0"
"Enteral nutrition","0914051B0"
"Enteral nutrition","0914052A0"
"Enteral nutrition","0914061A0"
"Enteral nutrition","0914071A0"
"Enteral nutrition","0914071B0"
"Enteral nutrition","0914071C0"
"Enteral nutrition","0914071D0"
"Enteral nutrition","0914071E0"
"Enteral nutrition","0914072A0"
"Drugs used in rheumatic diseases and gout","100101040"
"Drugs used in rheumatic diseases and gout","100101050"
"Drugs used in rheumatic diseases and gout","100101070"
"Drugs used in rheumatic diseases and gout","100101080"
"Drugs used in rheumatic diseases and gout","1001010AA"
"Drugs used in rheumatic diseases and gout","1001010AD"
"Drugs used in rheumatic diseases and gout","1001010AE"
"Drugs used in rheumatic diseases and gout","1001010AF"
"Drugs used in rheumatic diseases and gout","1001010AG"
"Drugs used in rheumatic diseases and gout","1001010AH"
"Drugs used in rheumatic diseases and gout","1001010AI"
"Drugs used in rheumatic diseases and gout","1001010AJ"
"Drugs used in rheumatic diseases and gout","1001010AL"
"Drugs used in rheumatic diseases and gout","1001010AM"
"Drugs used in rheumatic diseases and gout","1001010AN"
"Drugs used in rheumatic diseases and gout","1001010AP"
"Drugs used in rheumatic diseases and gout","1001010B0"
"Drugs used in rheumatic diseases and gout","1001010C0"
"Drugs used in rheumatic diseases and gout","1001010D0"
"Drugs used in rheumatic diseases and gout","1001010E0"
"Drugs used in rheumatic diseases and gout","1001010F0"
"Drugs used in rheumatic diseases and gout","1001010G0"
"Drugs used in rheumatic diseases and gout","1001010H0"
"Drugs used in rheumatic diseases and gout","1001010I0"
"Drugs used in rheumatic diseases and gout","1001010J0"
"Drugs used in rheumatic diseases and gout","1001010K0"
"Drugs used in rheumatic diseases and gout","1001010L0"
"Drugs used in rheumatic diseases and gout","1001010N0"
"Drugs used in rheumatic diseases and gout","1001010P0"
"Drugs used in rheumatic diseases and gout","1001010Q0"
"Drugs used in rheumatic diseases and gout","1001010R0"
"Drugs used in rheumatic diseases and gout","1001010S0"
"Drugs used in rheumatic diseases and gout","1001010T0"
"Drugs used in rheumatic diseases and gout","1001010X0"
"Drugs used in rheumatic diseases and gout","1001022G0"
"Drugs used in rheumatic diseases and gout","1001022K0"
"Drugs used in rheumatic diseases and gout","1001022N0"
"Drugs used in rheumatic diseases and gout","1001022U0"
"Drugs used in rheumatic diseases and gout","1001022Y0"
"Drugs used in rheumatic diseases and gout","1001030A0"
"Drugs used in rheumatic diseases and gout","1001030AA"
"Drugs used in rheumatic diseases and gout","1001030AB"
"Drugs used in rheumatic diseases and gout","1001030AC"
"Drugs used in rheumatic diseases and gout","1001030AD"
"Drugs used in rheumatic diseases and gout","1001030AE"
"Drugs used in rheumatic diseases and gout","1001030AF"
"Drugs used in rheumatic diseases and gout","1001030AG"
"Drugs used in rheumatic diseases and gout","1001030C0"
"Drugs used in rheumatic diseases and gout","1001030D0"
"Drugs used in rheumatic diseases and gout","1001030F0"
"Drugs used in rheumatic diseases and gout","1001030J0"
"Drugs used in rheumatic diseases and gout","1001030L0"
"Drugs used in rheumatic diseases and gout","1001030Q0"
"Drugs used in rheumatic diseases and gout","1001030R0"
"Drugs used in rheumatic diseases and gout","1001030S0"
"Drugs used in rheumatic diseases and gout","1001030T0"
"Drugs used in rheumatic diseases and gout","1001030U0"
"Drugs used in rheumatic diseases and gout","1001030V0"
"Drugs used in rheumatic diseases and gout","1001030W0"
"Drugs used in rheumatic diseases and gout","1001030X0"
"Drugs used in rheumatic diseases and gout","1001030Y0"
"Drugs used in rheumatic diseases and gout","1001030Z0"
"Drugs used in rheumatic diseases and gout","1001040A0"
"Drugs used in rheumatic diseases and gout","1001040C0"
"Drugs used in rheumatic diseases and gout","1001040G0"
"Drugs used in rheumatic diseases and gout","1001040K0"
"Drugs used in rheumatic diseases and gout","1001040P0"
"Drugs used in rheumatic diseases and gout","1001040U0"
"Drugs used in rheumatic diseases and gout","1001040V0"
"Drugs used in rheumatic diseases and gout","1001050A0"
"Drugs used in rheumatic diseases and gout","1001050B0"
"Drugs used in neuromuscular disorders","100201000"
"Drugs used in neuromuscular disorders","1002010H0"
"Drugs used in neuromuscular disorders","1002010M0"
"Drugs used in neuromuscular disorders","1002010N0"
"Drugs used in neuromuscular disorders","1002010Q0"
"Drugs used in neuromuscular disorders","1002010U0"
"Drugs used in neuromuscular disorders","1002020C0"
"Drugs used in neuromuscular disorders","1002020G0"
"Drugs used in neuromuscular disorders","1002020J0"
"Drugs used in neuromuscular disorders","1002020L0"
"Drugs used in neuromuscular disorders","1002020S0"
"Drugs used in neuromuscular disorders","1002020T0"
"Drugs used in neuromuscular disorders","1002020Y0"
"Drugs used in neuromuscular disorders","1002020Z0"
"Drugs for soft-tissue disorders and topical pain relief","1003010P0"
"Drugs for soft-tissue disorders and topical pain relief","1003010U0"
"Drugs for soft-tissue disorders and topical pain relief","1003010V0"
"Drugs for soft-tissue disorders and topical pain relief","100302000"
"Drugs for soft-tissue disorders and topical pain relief","100302010"
"Drugs for soft-tissue disorders and topical pain relief","100302040"
"Drugs for soft-tissue disorders and topical pain relief","1003020AA"
"Drugs for soft-tissue disorders and topical pain relief","1003020AD"
"Drugs for soft-tissue disorders and topical pain relief","1003020AE"
"Drugs for soft-tissue disorders and topical pain relief","1003020AF"
"Drugs for soft-tissue disorders and topical pain relief","1003020F0"
"Drugs for soft-tissue disorders and topical pain relief","1003020H0"
"Drugs for soft-tissue disorders and topical pain relief","1003020I0"
"Drugs for soft-tissue disorders and topical pain relief","1003020L0"
"Drugs for soft-tissue disorders and topical pain relief","1003020M0"
"Drugs for soft-tissue disorders and topical pain relief","1003020N0"
"Drugs for soft-tissue disorders and topical pain relief","1003020P0"
"Drugs for soft-tissue disorders and topical pain relief","1003020R0"
"Drugs for soft-tissue disorders and topical pain relief","1003020S0"
"Drugs for soft-tissue disorders and topical pain relief","1003020T0"
"Drugs for soft-tissue disorders and topical pain relief","1003020U0"
"Drugs for soft-tissue disorders and topical pain relief","1003020V0"
"Drugs for soft-tissue disorders and topical pain relief","1003020W0"
"Drugs for soft-tissue disorders and topical pain relief","1003020Y0"
"Anti-infective eye preparations","110301020"
"Anti-infective eye preparations","1103010AG"
"Anti-infective eye preparations","1103010AI"
"Anti-infective eye preparations","1103010AJ"
"Anti-infective eye preparations","1103010AK"
"Anti-infective eye preparations","1103010AL"
"Anti-infective eye preparations","1103010AM"
"Anti-infective eye preparations","1103010B0"
"Anti-infective eye preparations","1103010C0"
"Anti-infective eye preparations","1103010E0"
"Anti-infective eye preparations","1103010F0"
"Anti-infective eye preparations","1103010G0"
"Anti-infective eye preparations","1103010H0"
"Anti-infective eye preparations","1103010I0"
"Anti-infective eye preparations","1103010N0"
"Anti-infective eye preparations","1103010P0"
"Anti-infective eye preparations","1103010Q0"
"Anti-infective eye preparations","1103010S0"
"Anti-infective eye preparations","1103010T0"
"Anti-infective eye preparations","1103010X0"
"Anti-infective eye preparations","1103010Y0"
"Anti-infective eye preparations","1103010Z0"
"Anti-infective eye preparations","1103020A0"
"Anti-infective eye preparations","1103020C0"
"Anti-infective eye preparations","1103020E0"
"Anti-infective eye preparations","1103020M0"
"Anti-infective eye preparations","1103030C0"
"Anti-infective eye preparations","1103030T0"
"Anti-infective eye preparations","1103030W0"
"Corticosteroids and other anti-inflammatory preparations","1104010D0"
"Corticosteroids and other anti-inflammatory preparations","1104010F0"
"Corticosteroids and other anti-inflammatory preparations","1104010I0"
"Corticosteroids and other anti-inflammatory preparations","1104010K0"
"Corticosteroids and other anti-inflammatory preparations","1104010M0"
"Corticosteroids and other anti-inflammatory preparations","1104010R0"
"Corticosteroids and other anti-inflammatory preparations","1104010S0"
"Corticosteroids and other anti-inflammatory preparations","1104010V0"
"Corticosteroids and other anti-inflammatory preparations","1104010W0"
"Corticosteroids and other anti-inflammatory preparations","1104010X0"
"Corticosteroids and other anti-inflammatory preparations","110402000"
"Corticosteroids and other anti-inflammatory preparations","1104020AB"
"Corticosteroids and other anti-inflammatory preparations","1104020AC"
"Corticosteroids and other anti-inflammatory preparations","1104020AD"
"Corticosteroids and other anti-inflammatory preparations","1104020AE"
"Corticosteroids and other anti-inflammatory preparations","1104020AF"
"Corticosteroids and other anti-inflammatory preparations","1104020B0"
"Corticosteroids and other anti-inflammatory preparations","1104020G0"
"Corticosteroids and other anti-inflammatory preparations","1104020M0"
"Corticosteroids and other anti-inflammatory preparations","1104020N0"
"Corticosteroids and other anti-inflammatory preparations","1104020P0"
"Corticosteroids and other anti-inflammatory preparations","1104020R0"
"Corticosteroids and other anti-inflammatory preparations","1104020T0"
"Corticosteroids and other anti-inflammatory preparations","1104020W0"
"Corticosteroids and other anti-inflammatory preparations","1104020X0"
"Corticosteroids and other anti-inflammatory preparations","1104020Y0"
"Corticosteroids and other anti-inflammatory preparations","1104020Z0"
"Mydriatics and cycloplegics","1105000B0"
"Mydriatics and cycloplegics","1105000E0"
"Mydriatics and cycloplegics","1105000H0"
"Mydriatics and cycloplegics","1105000J0"
"Mydriatics and cycloplegics","1105000P0"
"Mydriatics and cycloplegics","1105000S0"
"Mydriatics and cycloplegics","1105000T0"
"Treatment of glaucoma","1106000AA"
"Treatment of glaucoma","1106000AB"
"Treatment of glaucoma","1106000AC"
"Treatment of glaucoma","1106000AD"
"Treatment of glaucoma","1106000AE"
"Treatment of glaucoma","1106000AF"
"Treatment of glaucoma","1106000AG"
"Treatment of glaucoma","1106000AH"
"Treatment of glaucoma","1106000AI"
"Treatment of glaucoma","1106000AJ"
"Treatment of glaucoma","1106000AK"
"Treatment of glaucoma","1106000AL"
"Treatment of glaucoma","1106000AM"
"Treatment of glaucoma","1106000AN"
"Treatment of glaucoma","1106000B0"
"Treatment of glaucoma","1106000C0"
"Treatment of glaucoma","1106000F0"
"Treatment of glaucoma","1106000I0"
"Treatment of glaucoma","1106000J0"
"Treatment of glaucoma","1106000K0"
"Treatment of glaucoma","1106000L0"
"Treatment of glaucoma","1106000P0"
"Treatment of glaucoma","1106000Q0"
"Treatment of glaucoma","1106000S0"
"Treatment of glaucoma","1106000T0"
"Treatment of glaucoma","1106000U0"
"Treatment of glaucoma","1106000X0"
"Treatment of glaucoma","1106000Y0"
"Treatment of glaucoma","1106000Z0"
"Local anaesthetics","1107000C0"
"Local anaesthetics","1107000F0"
"Local anaesthetics","1107000M0"
"Local anaesthetics","1107000N0"
"Local anaesthetics","1107000Q0"
"Miscellaneous ophthalmic preparations","110801000"
"Miscellaneous ophthalmic preparations","1108010A0"
"Miscellaneous ophthalmic preparations","1108010B0"
"Miscellaneous ophthalmic preparations","1108010C0"
"Miscellaneous ophthalmic preparations","1108010D0"
"Miscellaneous ophthalmic preparations","1108010F0"
"Miscellaneous ophthalmic preparations","1108010H0"
"Miscellaneous ophthalmic preparations","1108010K0"
"Miscellaneous ophthalmic preparations","1108010L0"
"Miscellaneous ophthalmic preparations","1108010N0"
"Miscellaneous ophthalmic preparations","1108010Q0"
"Miscellaneous ophthalmic preparations","1108010S0"
"Miscellaneous ophthalmic preparations","1108010T0"
"Miscellaneous ophthalmic preparations","1108010Y0"
"Miscellaneous ophthalmic preparations","1108010Z0"
"Miscellaneous ophthalmic preparations","110802050"
"Miscellaneous ophthalmic preparations","110802070"
"Miscellaneous ophthalmic preparations","1108020A0"
"Miscellaneous ophthalmic preparations","1108020AB"
"Miscellaneous ophthalmic preparations","1108020AC"
"Miscellaneous ophthalmic preparations","1108020AD"
"Miscellaneous ophthalmic preparations","1108020AF"
"Miscellaneous ophthalmic preparations","1108020AG"
"Miscellaneous ophthalmic preparations","1108020AH"
"Miscellaneous ophthalmic preparations","1108020AI"
"Miscellaneous ophthalmic preparations","1108020C0"
"Miscellaneous ophthalmic preparations","1108020G0"
"Miscellaneous ophthalmic preparations","1108020J0"
"Miscellaneous ophthalmic preparations","1108020K0"
"Miscellaneous ophthalmic preparations","1108020L0"
"Miscellaneous ophthalmic preparations","1108020Q0"
"Miscellaneous ophthalmic preparations","1108020U0"
"Miscellaneous ophthalmic preparations","1108030AA"
"Miscellaneous ophthalmic preparations","1108030AB"
"Drugs acting on the ear","120101000"
"Drugs acting on the ear","120101020"
"Drugs acting on the ear","120101040"
"Drugs acting on the ear","120101050"
"Drugs acting on the ear","1201010AB"
"Drugs acting on the ear","1201010AC"
"Drugs acting on the ear","1201010AD"
"Drugs acting on the ear","1201010AE"
"Drugs acting on the ear","1201010AF"
"Drugs acting on the ear","1201010AG"
"Drugs acting on the ear","1201010B0"
"Drugs acting on the ear","1201010C0"
"Drugs acting on the ear","1201010E0"
"Drugs acting on the ear","1201010F0"
"Drugs acting on the ear","1201010G0"
"Drugs acting on the ear","1201010H0"
"Drugs acting on the ear","1201010Q0"
"Drugs acting on the ear","1201010S0"
"Drugs acting on the ear","1201010U0"
"Drugs acting on the ear","1201010Z0"
"Drugs acting on the ear","1201030F0"
"Drugs acting on the ear","1201030H0"
"Drugs acting on the ear","1201030N0"
"Drugs acting on the nose","1202010A0"
"Drugs acting on the nose","1202010C0"
"Drugs acting on the nose","1202010I0"
"Drugs acting on the nose","1202010K0"
"Drugs acting on the nose","1202010L0"
"Drugs acting on the nose","1202010M0"
"Drugs acting on the nose","1202010P0"
"Drugs acting on the nose","1202010T0"
"Drugs acting on the nose","1202010U0"
"Drugs acting on the nose","1202010V0"
"Drugs acting on the nose","1202010W0"
"Drugs acting on the nose","1202010Y0"
"Drugs acting on the nose","1202010Z0"
"Drugs acting on the nose","120202000"
"Drugs acting on the nose","1202020C0"
"Drugs acting on the nose","1202020F0"
"Drugs acting on the nose","1202020G0"
"Drugs acting on the nose","1202020I0"
"Drugs acting on the nose","1202020K0"
"Drugs acting on the nose","1202020L0"
"Drugs acting on the nose","1202020P0"
"Drugs acting on the nose","1202020Q0"
"Drugs acting on the nose","1202020R0"
"Drugs acting on the nose","120203000"
"Drugs acting on the nose","1202030D0"
"Drugs acting on the nose","1202030R0"
"Drugs acting on the nose","1202030S0"
"Drugs acting on the oropharynx","120301000"
"Drugs acting on the oropharynx","1203010C0"
"Drugs acting on the oropharynx","1203010E0"
"Drugs acting on the oropharynx","1203010F0"
"Drugs acting on the oropharynx","1203010G0"
"Drugs acting on the oropharynx","1203010K0"
"Drugs acting on the oropharynx","1203010M0"
"Drugs acting on the oropharynx","1203010Q0"
"Drugs acting on the oropharynx","1203010S0"
"Drugs acting on the oropharynx","1203010T0"
"Drugs acting on the oropharynx","1203010U0"
"Drugs acting on the oropharynx","1203010V0"
"Drugs acting on the oropharynx","1203010W0"
"Drugs acting on the oropharynx","1203020C0"
"Drugs acting on the oropharynx","1203020H0"
"Drugs acting on the oropharynx","1203020J0"
"Drugs acting on the oropharynx","1203020N0"
"Drugs acting on the oropharynx","1203020P0"
"Drugs acting on the oropharynx","120303000"
"Drugs acting on the oropharynx","1203030A0"
"Drugs acting on the oropharynx","1203030AA"
"Drugs acting on the oropharynx","1203030AB"
"Drugs acting on the oropharynx","1203030B0"
"Drugs acting on the oropharynx","1203030D0"
"Drugs acting on the oropharynx","1203030F0"
"Drugs acting on the oropharynx","1203030G0"
"Drugs acting on the oropharynx","1203030J0"
"Drugs acting on the oropharynx","1203030M0"
"Drugs acting on the oropharynx","1203030N0"
"Drugs acting on the oropharynx","1203030T0"
"Drugs acting on the oropharynx","1203030V0"
"Drugs acting on the oropharynx","1203030X0"
"Drugs acting on the oropharynx","1203030Y0"
"Drugs acting on the oropharynx","1203030Z0"
"Drugs acting on the oropharynx","120304000"
"Drugs acting on the oropharynx","1203040AA"
"Drugs acting on the oropharynx","1203040C0"
"Drugs acting on the oropharynx","1203040E0"
"Drugs acting on the oropharynx","1203040G0"
"Drugs acting on the oropharynx","1203040I0"
"Drugs acting on the oropharynx","1203040K0"
"Drugs acting on the oropharynx","1203040M0"
"Drugs acting on the oropharynx","1203040N0"
"Drugs acting on the oropharynx","1203040P0"
"Drugs acting on the oropharynx","1203040U0"
"Drugs acting on the oropharynx","120305000"
"Drugs acting on the oropharynx","1203050A0"
"Drugs acting on the oropharynx","1203050P0"
"Management of skin conditions","130101000"
"Management of skin conditions","1301010D0"
"Management of skin conditions","1301010H0"
"Management of skin conditions","1301010I0"
"Management of skin conditions","1301010P0"
"Management of skin conditions","1301010V0"
"Management of skin conditions","1301010W0"
"Emollient and barrier preparations","130201000"
"Emollient and barrier preparations","1302010E0"
"Emollient and barrier preparations","1302010F0"
"Emollient and barrier preparations","1302010H0"
"Emollient and barrier preparations","1302010K0"
"Emollient and barrier preparations","1302010M0"
"Emollient and barrier preparations","1302010N0"
"Emollient and barrier preparations","1302010U0"
"Emollient and barrier preparations","1302010W0"
"Emollient and barrier preparations","1302010Y0"
"Emollient and barrier preparations","1302010Z0"
"Emollient and barrier preparations","130201100"
"Emollient and barrier preparations","1302011L0"
"Emollient and barrier preparations","1302011M0"
"Emollient and barrier preparations","130202000"
"Emollient and barrier preparations","1302020B0"
"Emollient and barrier preparations","1302020D0"
"Emollient and barrier preparations","1302020E0"
"Emollient and barrier preparations","1302020F0"
"Emollient and barrier preparations","1302020G0"
"Emollient and barrier preparations","130203000"
"Emollient and barrier preparations","1302030T0"
"Topical local anaesthetics and antipruritics","130300000"
"Topical local anaesthetics and antipruritics","1303000A0"
"Topical local anaesthetics and antipruritics","1303000AA"
"Topical local anaesthetics and antipruritics","1303000AB"
"Topical local anaesthetics and antipruritics","1303000B0"
"Topical local anaesthetics and antipruritics","1303000C0"
"Topical local anaesthetics and antipruritics","1303000D0"
"Topical local anaesthetics and antipruritics","1303000E0"
"Topical local anaesthetics and antipruritics","1303000F0"
"Topical local anaesthetics and antipruritics","1303000I0"
"Topical local anaesthetics and antipruritics","1303000J0"
"Topical local anaesthetics and antipruritics","1303000M0"
"Topical local anaesthetics and antipruritics","1303000N0"
"Topical local anaesthetics and antipruritics","1303000Q0"
"Topical corticosteroids","130400000"
"Topical corticosteroids","1304000AC"
"Topical corticosteroids","1304000B0"
"Topical corticosteroids","1304000C0"
"Topical corticosteroids","1304000D0"
"Topical corticosteroids","1304000F0"
"Topical corticosteroids","1304000G0"
"Topical corticosteroids","1304000H0"
"Topical corticosteroids","1304000J0"
"Topical corticosteroids","1304000L0"
"Topical corticosteroids","1304000N0"
"Topical corticosteroids","1304000P0"
"Topical corticosteroids","1304000R0"
"Topical corticosteroids","1304000S0"
"Topical corticosteroids","1304000T0"
"Topical corticosteroids","1304000U0"
"Topical corticosteroids","1304000V0"
"Topical corticosteroids","1304000W0"
"Topical corticosteroids","1304000X0"
"Topical corticosteroids","1304000Y0"
"Topical corticosteroids","1304000Z0"
"Preparations for eczema and psoriasis","130501000"
"Preparations for eczema and psoriasis","1305010AC"
"Preparations for eczema and psoriasis","1305010AD"
"Preparations for eczema and psoriasis","1305010AE"
"Preparations for eczema and psoriasis","1305010AF"
"Preparations for eczema and psoriasis","1305010I0"
"Preparations for eczema and psoriasis","1305010J0"
"Preparations for eczema and psoriasis","130502000"
"Preparations for eczema and psoriasis","1305020A0"
"Preparations for eczema and psoriasis","1305020C0"
"Preparations for eczema and psoriasis","1305020D0"
"Preparations for eczema and psoriasis","1305020F0"
"Preparations for eczema and psoriasis","1305020I0"
"Preparations for eczema and psoriasis","1305020L0"
"Preparations for eczema and psoriasis","1305020P0"
"Preparations for eczema and psoriasis","1305020R0"
"Preparations for eczema and psoriasis","1305020S0"
"Preparations for eczema and psoriasis","1305020T0"
"Preparations for eczema and psoriasis","1305020V0"
"Preparations for eczema and psoriasis","1305020W0"
"Preparations for eczema and psoriasis","1305020X0"
"Preparations for eczema and psoriasis","1305020Z0"
"Preparations for eczema and psoriasis","1305030A0"
"Preparations for eczema and psoriasis","1305030B0"
"Preparations for eczema and psoriasis","1305030C0"
"Preparations for eczema and psoriasis","1305030D0"
"Preparations for eczema and psoriasis","1305030E0"
"Preparations for eczema and psoriasis","1305030F0"
"Preparations for eczema and psoriasis","1305030G0"
"Preparations for eczema and psoriasis","1305030H0"
"Preparations for eczema and psoriasis","1305030I0"
"Preparations for eczema and psoriasis","1305030J0"
"Preparations for eczema and psoriasis","1305030K0"
"Preparations for eczema and psoriasis","1305030L0"
"Acne and rosacea","1306010A0"
"Acne and rosacea","1306010AA"
"Acne and rosacea","1306010AB"
"Acne and rosacea","1306010AC"
"Acne and rosacea","1306010B0"
"Acne and rosacea","1306010C0"
"Acne and rosacea","1306010F0"
"Acne and rosacea","1306010G0"
"Acne and rosacea","1306010H0"
"Acne and rosacea","1306010I0"
"Acne and rosacea","1306010M0"
"Acne and rosacea","1306010N0"
"Acne and rosacea","1306010Q0"
"Acne and rosacea","1306010S0"
"Acne and rosacea","1306010T0"
"Acne and rosacea","1306010V0"
"Acne and rosacea","1306010W0"
"Acne and rosacea","1306010Y0"
"Acne and rosacea","1306010Z0"
"Acne and rosacea","1306020C0"
"Acne and rosacea","1306020D0"
"Acne and rosacea","1306020J0"
"Acne and rosacea","1306030A0"
"Acne and rosacea","1306030B0"
"Preparations for warts and calluses","1307000C0"
"Preparations for warts and calluses","1307000F0"
"Preparations for warts and calluses","1307000J0"
"Preparations for warts and calluses","1307000K0"
"Preparations for warts and calluses","1307000M0"
"Preparations for warts and calluses","1307000Q0"
"Preparations for warts and calluses","1307000T0"
"Preparations for warts and calluses","1307000V0"
"Preparations for warts and calluses","1307000W0"
"Sunscreens and camouflagers","130801000"
"Sunscreens and camouflagers","1308010AA"
"Sunscreens and camouflagers","1308010P0"
"Sunscreens and camouflagers","1308010U0"
"Sunscreens and camouflagers","1308010V0"
"Sunscreens and camouflagers","1308010W0"
"Sunscreens and camouflagers","1308010X0"
"Sunscreens and camouflagers","1308010Y0"
"Sunscreens and camouflagers","1308010Z0"
"Sunscreens and camouflagers","130802000"
"Shampoos and other preparations for scalp and hair conditions","130900000"
"Shampoos and other preparations for scalp and hair conditions","1309000C0"
"Shampoos and other preparations for scalp and hair conditions","1309000F0"
"Shampoos and other preparations for scalp and hair conditions","1309000G0"
"Shampoos and other preparations for scalp and hair conditions","1309000H0"
"Shampoos and other preparations for scalp and hair conditions","1309000I0"
"Shampoos and other preparations for scalp and hair conditions","1309000L0"
"Shampoos and other preparations for scalp and hair conditions","1309000P0"
"Shampoos and other preparations for scalp and hair conditions","1309000Q0"
"Shampoos and other preparations for scalp and hair conditions","1309000R0"
"Shampoos and other preparations for scalp and hair conditions","1309000S0"
"Shampoos and other preparations for scalp and hair conditions","1309000V0"
"Shampoos and other preparations for scalp and hair conditions","1309000W0"
"Shampoos and other preparations for scalp and hair conditions","1309000X0"
"Shampoos and other preparations for scalp and hair conditions","1309000Y0"
"Anti-infective skin preparations","131001100"
"Anti-infective skin preparations","1310011AA"
"Anti-infective skin preparations","1310011G0"
"Anti-infective skin preparations","1310011K0"
"Anti-infective skin preparations","1310011M0"
"Anti-infective skin preparations","1310011P0"
"Anti-infective skin preparations","1310011T0"
"Anti-infective skin preparations","1310011W0"
"Anti-infective skin preparations","1310011Y0"
"Anti-infective skin preparations","1310012F0"
"Anti-infective skin preparations","1310012I0"
"Anti-infective skin preparations","1310012K0"
"Anti-infective skin preparations","1310012Q0"
"Anti-infective skin preparations","131002030"
"Anti-infective skin preparations","1310020A0"
"Anti-infective skin preparations","1310020AA"
"Anti-infective skin preparations","1310020D0"
"Anti-infective skin preparations","1310020E0"
"Anti-infective skin preparations","1310020H0"
"Anti-infective skin preparations","1310020J0"
"Anti-infective skin preparations","1310020K0"
"Anti-infective skin preparations","1310020L0"
"Anti-infective skin preparations","1310020N0"
"Anti-infective skin preparations","1310020Q0"
"Anti-infective skin preparations","1310020S0"
"Anti-infective skin preparations","1310020T0"
"Anti-infective skin preparations","1310020U0"
"Anti-infective skin preparations","1310020V0"
"Anti-infective skin preparations","1310020X0"
"Anti-infective skin preparations","1310020Y0"
"Anti-infective skin preparations","1310020Z0"
"Anti-infective skin preparations","131003000"
"Anti-infective skin preparations","1310030C0"
"Anti-infective skin preparations","1310030I0"
"Anti-infective skin preparations","1310030L0"
"Anti-infective skin preparations","131004000"
"Anti-infective skin preparations","1310040C0"
"Anti-infective skin preparations","1310040F0"
"Anti-infective skin preparations","1310040M0"
"Anti-infective skin preparations","1310040Q0"
"Anti-infective skin preparations","1310040S0"
"Anti-infective skin preparations","1310040V0"
"Anti-infective skin preparations","131005000"
"Anti-infective skin preparations","1310050A0"
"Anti-infective skin preparations","1310050D0"
"Anti-infective skin preparations","1310050H0"
"Anti-infective skin preparations","1310050J0"
"Anti-infective skin preparations","1310050K0"
"Anti-infective skin preparations","1310050M0"
"Anti-infective skin preparations","1310050P0"
"Anti-infective skin preparations","1310050R0"
"Anti-infective skin preparations","1310050S0"
"Anti-infective skin preparations","1310050T0"
"Anti-infective skin preparations","1310050W0"
"Skin cleansers,antiseptics and desloughing agents","131101000"
"Skin cleansers,antiseptics and desloughing agents","1311010A0"
"Skin cleansers,antiseptics and desloughing agents","1311010I0"
"Skin cleansers,antiseptics and desloughing agents","1311010P0"
"Skin cleansers,antiseptics and desloughing agents","1311010S0"
"Skin cleansers,antiseptics and desloughing agents","1311010U0"
"Skin cleansers,antiseptics and desloughing agents","1311020G0"
"Skin cleansers,antiseptics and desloughing agents","1311020L0"
"Skin cleansers,antiseptics and desloughing agents","1311030A0"
"Skin cleansers,antiseptics and desloughing agents","1311030D0"
"Skin cleansers,antiseptics and desloughing agents","1311030S0"
"Skin cleansers,antiseptics and desloughing agents","1311040I0"
"Skin cleansers,antiseptics and desloughing agents","1311040K0"
"Skin cleansers,antiseptics and desloughing agents","1311040L0"
"Skin cleansers,antiseptics and desloughing agents","1311040T0"
"Skin cleansers,antiseptics and desloughing agents","1311050E0"
"Skin cleansers,antiseptics and desloughing agents","1311050K0"
"Skin cleansers,antiseptics and desloughing agents","1311050P0"
"Skin cleansers,antiseptics and desloughing agents","1311050U0"
"Skin cleansers,antiseptics and desloughing agents","1311050V0"
"Skin cleansers,antiseptics and desloughing agents","1311060F0"
"Skin cleansers,antiseptics and desloughing agents","1311060H0"
"Skin cleansers,antiseptics and desloughing agents","1311060I0"
"Skin cleansers,antiseptics and desloughing agents","1311060Q0"
"Skin cleansers,antiseptics and desloughing agents","1311060R0"
"Skin cleansers,antiseptics and desloughing agents","1311060T0"
"Skin cleansers,antiseptics and desloughing agents","1311060Z0"
"Skin cleansers,antiseptics and desloughing agents","131107000"
"Skin cleansers,antiseptics and desloughing agents","1311070J0"
"Skin cleansers,antiseptics and desloughing agents","1311070K0"
"Skin cleansers,antiseptics and desloughing agents","1311070R0"
"Skin cleansers,antiseptics and desloughing agents","1311070S0"
"Antiperspirants","131200000"
"Antiperspirants","1312000C0"
"Antiperspirants","1312000G0"
"Wound management products","1313010S0"
"Wound management products","1313080S0"
"Topical circulatory preparations","131400000"
"Topical circulatory preparations","1314000H0"
