YM,YEAR,REGION,DRUG,ITEMS,COST
202306,2023,SOUTH EAST,Dosulepin hydrochloride,4556,69109.73
202307,2023,SOUTH EAST,Dosulepin hydrochloride,4335,59762.93999999998
202308,2023,SOUTH EAST,Dosulepin hydrochloride,4416,61069.43
202309,2023,SOUTH EAST,Dosulepin hydrochloride,4356,59477.960000000036
202310,2023,SOUTH EAST,Dosulepin hydrochloride,4308,59863.569999999985
202311,2023,SOUTH EAST,Dosulepin hydrochloride,4389,61438.20999999999
202312,2023,SOUTH EAST,Dosulepin hydrochloride,4381,62631.810000000034
202401,2024,SOUTH EAST,Dosulepin hydrochloride,4286,51911.920000000006
202402,2024,SOUTH EAST,Dosulepin hydrochloride,3971,48545.36
202403,2024,SOUTH EAST,Dosulepin hydrochloride,4064,49017.240000000005
202404,2024,SOUTH EAST,Dosulepin hydrochloride,4091,65352.430000000015
202405,2024,SOUTH EAST,Dosulepin hydrochloride,4188,66496.63
202406,2024,SOUTH EAST,Dosulepin hydrochloride,3908,62643.40999999998
202407,2024,SOUTH EAST,Dosulepin hydrochloride,4155,62015.54000000003
202408,2024,SOUTH EAST,Dosulepin hydrochloride,4000,60833.85000000002
202409,2024,SOUTH EAST,Dosulepin hydrochloride,3909,58233.04000000003
202410,2024,SOUTH EAST,Dosulepin hydrochloride,3969,57390.36000000001
202411,2024,SOUTH EAST,Dosulepin hydrochloride,3828,56383.610000000015
202412,2024,SOUTH EAST,Dosulepin hydrochloride,4015,58183.47000000002
202101,2021,SOUTH WEST,Dosulepin hydrochloride,4018,55794.09000000001
202102,2021,SOUTH WEST,Dosulepin hydrochloride,3801,50664.700000000026
202103,2021,SOUTH WEST,Dosulepin hydrochloride,4091,56785.78000000001
202104,2021,SOUTH WEST,Dosulepin hydrochloride,4036,56959.57000000004
202105,2021,SOUTH WEST,Dosulepin hydrochloride,3715,54006.99000000003
202106,2021,SOUTH WEST,Dosulepin hydrochloride,3992,56280.409999999996
202107,2021,SOUTH WEST,Dosulepin hydrochloride,3877,46573.79999999999
202108,2021,SOUTH WEST,Dosulepin hydrochloride,3772,45872.02999999999
202109,2021,SOUTH WEST,Dosulepin hydrochloride,3766,46666.579999999994
202110,2021,SOUTH WEST,Dosulepin hydrochloride,3545,36301.44000000001
202111,2021,SOUTH WEST,Dosulepin hydrochloride,3767,39761.38999999999
202112,2021,SOUTH WEST,Dosulepin hydrochloride,3962,41534.229999999996
202201,2022,SOUTH WEST,Dosulepin hydrochloride,3557,33018.42
202202,2022,SOUTH WEST,Dosulepin hydrochloride,3365,30955.709999999992
202203,2022,SOUTH WEST,Dosulepin hydrochloride,3625,33314.82000000001
202204,2022,SOUTH WEST,Dosulepin hydrochloride,3502,31096.270000000008
202205,2022,SOUTH WEST,Dosulepin hydrochloride,3584,31067.14000000001
202206,2022,SOUTH WEST,Dosulepin hydrochloride,3354,28883.780000000002
202207,2022,SOUTH WEST,Dosulepin hydrochloride,3370,30493.40999999999
202208,2022,SOUTH WEST,Dosulepin hydrochloride,3442,42981.98999999999
202209,2022,SOUTH WEST,Dosulepin hydrochloride,3360,44510.909999999996
202210,2022,SOUTH WEST,Dosulepin hydrochloride,3224,49564.74999999999
202211,2022,SOUTH WEST,Dosulepin hydrochloride,3313,47518.190000000024
202212,2022,SOUTH WEST,Dosulepin hydrochloride,3215,51963.15000000001
202301,2023,SOUTH WEST,Dosulepin hydrochloride,3287,52138.24999999999
202302,2023,SOUTH WEST,Dosulepin hydrochloride,2951,42751.48000000001
202303,2023,SOUTH WEST,Dosulepin hydrochloride,3209,45477.52000000002
202304,2023,SOUTH WEST,Dosulepin hydrochloride,2965,44298.91999999997
202305,2023,SOUTH WEST,Dosulepin hydrochloride,3049,46338.21
202306,2023,SOUTH WEST,Dosulepin hydrochloride,3079,49391.71
202307,2023,SOUTH WEST,Dosulepin hydrochloride,2971,39756.33000000001
202308,2023,SOUTH WEST,Dosulepin hydrochloride,3043,39795.61
202309,2023,SOUTH WEST,Dosulepin hydrochloride,2909,39554.8
202310,2023,SOUTH WEST,Dosulepin hydrochloride,2876,38662.36999999998
202311,2023,SOUTH WEST,Dosulepin hydrochloride,2987,39974.96
202312,2023,SOUTH WEST,Dosulepin hydrochloride,2902,40197.3
202401,2024,SOUTH WEST,Dosulepin hydrochloride,2948,35648.23000000001
202402,2024,SOUTH WEST,Dosulepin hydrochloride,2731,32835.64
202403,2024,SOUTH WEST,Dosulepin hydrochloride,2728,33191.42999999999
202404,2024,SOUTH WEST,Dosulepin hydrochloride,2759,42137.880000000005
202405,2024,SOUTH WEST,Dosulepin hydrochloride,2792,43267.04000000002
202406,2024,SOUTH WEST,Dosulepin hydrochloride,2642,41557.07
202407,2024,SOUTH WEST,Dosulepin hydrochloride,2803,40056.22
202408,2024,SOUTH WEST,Dosulepin hydrochloride,2676,38572.360000000015
202409,2024,SOUTH WEST,Dosulepin hydrochloride,2610,38115.05
202410,2024,SOUTH WEST,Dosulepin hydrochloride,2755,38410.28999999997
202411,2024,SOUTH WEST,Dosulepin hydrochloride,2623,37311.950000000004
202412,2024,SOUTH WEST,Dosulepin hydrochloride,2665,37216.36
202101,2021,EAST OF ENGLAND,Doxepin,207,39800.42
202102,2021,EAST OF ENGLAND,Doxepin,186,33515.64
202103,2021,EAST OF ENGLAND,Doxepin,207,39154.43
202104,2021,EAST OF ENGLAND,Doxepin,196,39097.89
202105,2021,EAST OF ENGLAND,Doxepin,178,37619.89
202106,2021,EAST OF ENGLAND,Doxepin,173,31304.89
202107,2021,EAST OF ENGLAND,Doxepin,198,39161.1
202108,2021,EAST OF ENGLAND,Doxepin,188,38095.89
202109,2021,EAST OF ENGLAND,Doxepin,193,36654.39
202110,2021,EAST OF ENGLAND,Doxepin,178,36409.85
202111,2021,EAST OF ENGLAND,Doxepin,184,33880.78
202112,2021,EAST OF ENGLAND,Doxepin,192,40303.14
202201,2022,EAST OF ENGLAND,Doxepin,190,36609.14
202202,2022,EAST OF ENGLAND,Doxepin,179,35936.64
202203,2022,EAST OF ENGLAND,Doxepin,172,33910.89
202204,2022,EAST OF ENGLAND,Doxepin,178,35780.39
202205,2022,EAST OF ENGLAND,Doxepin,184,36937.14
202206,2022,EAST OF ENGLAND,Doxepin,157,31748.39
202207,2022,EAST OF ENGLAND,Doxepin,182,37972.78
202208,2022,EAST OF ENGLAND,Doxepin,177,37175.28
202209,2022,EAST OF ENGLAND,Doxepin,178,37410.1
202210,2022,EAST OF ENGLAND,Doxepin,161,33235.49
202211,2022,EAST OF ENGLAND,Doxepin,171,35556
202212,2022,EAST OF ENGLAND,Doxepin,179,39259.08
202301,2023,EAST OF ENGLAND,Doxepin,157,31675.72
202302,2023,EAST OF ENGLAND,Doxepin,154,29799.68
202303,2023,EAST OF ENGLAND,Doxepin,175,39336.93
202304,2023,EAST OF ENGLAND,Doxepin,148,30768.57
202305,2023,EAST OF ENGLAND,Doxepin,136,29904.5
202306,2023,EAST OF ENGLAND,Doxepin,149,35394.64
202307,2023,EAST OF ENGLAND,Doxepin,162,35792.57
202308,2023,EAST OF ENGLAND,Doxepin,143,31382.5
202309,2023,EAST OF ENGLAND,Doxepin,151,32725.29
202310,2023,EAST OF ENGLAND,Doxepin,147,34444
202311,2023,EAST OF ENGLAND,Doxepin,144,31587.25
202312,2023,EAST OF ENGLAND,Doxepin,130,29817.58
202401,2024,EAST OF ENGLAND,Doxepin,159,36314
202402,2024,EAST OF ENGLAND,Doxepin,131,29465.5
202403,2024,EAST OF ENGLAND,Doxepin,118,25692
202404,2024,EAST OF ENGLAND,Doxepin,134,30150.69999999999
202405,2024,EAST OF ENGLAND,Doxepin,138,30926.569999999992
202406,2024,EAST OF ENGLAND,Doxepin,130,27401.329999999994
202407,2024,EAST OF ENGLAND,Doxepin,133,25122.960000000006
202408,2024,EAST OF ENGLAND,Doxepin,129,23777.51
202409,2024,EAST OF ENGLAND,Doxepin,136,27306.83000000002
202410,2024,EAST OF ENGLAND,Doxepin,127,18602.730000000003
202411,2024,EAST OF ENGLAND,Doxepin,143,20058.8
202412,2024,EAST OF ENGLAND,Doxepin,148,21878.640000000003
202101,2021,LONDON,Doxepin,201,36839.24
202102,2021,LONDON,Doxepin,186,38815.75
202103,2021,LONDON,Doxepin,206,42053.25
202104,2021,LONDON,Doxepin,207,41954.32
202105,2021,LONDON,Doxepin,197,38498.36
202106,2021,LONDON,Doxepin,213,46672.5
202107,2021,LONDON,Doxepin,215,42810.240000000005
202108,2021,LONDON,Doxepin,195,39977.880000000005
202109,2021,LONDON,Doxepin,208,48302
202110,2021,LONDON,Doxepin,187,36677.75
202111,2021,LONDON,Doxepin,218,43679.51
202112,2021,LONDON,Doxepin,210,48465.25
202201,2022,LONDON,Doxepin,193,38571.64
202202,2022,LONDON,Doxepin,212,37700.32
202203,2022,LONDON,Doxepin,191,40738.64
202204,2022,LONDON,Doxepin,187,33324.71
202205,2022,LONDON,Doxepin,191,39696
202206,2022,LONDON,Doxepin,187,37892.04
202207,2022,LONDON,Doxepin,172,36467.32
202208,2022,LONDON,Doxepin,210,46050.39
202209,2022,LONDON,Doxepin,191,39275.520000000004
202210,2022,LONDON,Doxepin,187,32103.77
202211,2022,LONDON,Doxepin,193,38302.45
202212,2022,LONDON,Doxepin,176,35140.68
202301,2023,LONDON,Doxepin,197,43888.5
202302,2023,LONDON,Doxepin,161,30064.71
202303,2023,LONDON,Doxepin,188,38300
202304,2023,LONDON,Doxepin,160,33427.82
202305,2023,LONDON,Doxepin,170,31290.75
202306,2023,LONDON,Doxepin,202,39792
202307,2023,LONDON,Doxepin,176,37290.79
202308,2023,LONDON,Doxepin,168,30843.5
202309,2023,LONDON,Doxepin,160,33447.5
202310,2023,LONDON,Doxepin,156,32861.75
202311,2023,LONDON,Doxepin,150,29811.5
202312,2023,LONDON,Doxepin,156,31509.48
202401,2024,LONDON,Doxepin,156,35556.5
202402,2024,LONDON,Doxepin,142,28334.75
202403,2024,LONDON,Doxepin,140,30418.29
202404,2024,LONDON,Doxepin,161,31385.819999999978
202405,2024,LONDON,Doxepin,151,34476.97
202406,2024,LONDON,Doxepin,153,31391.91
202407,2024,LONDON,Doxepin,172,26149.130000000016
202408,2024,LONDON,Doxepin,156,26259.040000000005
202409,2024,LONDON,Doxepin,132,25837.530000000006
202410,2024,LONDON,Doxepin,146,21114.909999999996
202411,2024,LONDON,Doxepin,160,23995.06000000001
202412,2024,LONDON,Doxepin,158,21795.750000000007
202101,2021,MIDLANDS,Doxepin,306,56637.53
202102,2021,MIDLANDS,Doxepin,279,55220
202103,2021,MIDLANDS,Doxepin,288,52569.39
202104,2021,MIDLANDS,Doxepin,277,50887.43
202105,2021,MIDLANDS,Doxepin,261,50405.64
202106,2021,MIDLANDS,Doxepin,291,52757.5
202107,2021,MIDLANDS,Doxepin,289,55999.82
202108,2021,MIDLANDS,Doxepin,286,52129.43
202109,2021,MIDLANDS,Doxepin,278,54250.94
202110,2021,MIDLANDS,Doxepin,269,48732.93
202111,2021,MIDLANDS,Doxepin,273,51241.46
202112,2021,MIDLANDS,Doxepin,266,50987.25
202201,2022,MIDLANDS,Doxepin,280,52708.14
202202,2022,MIDLANDS,Doxepin,248,44638.01
202203,2022,MIDLANDS,Doxepin,247,48043.89
202204,2022,MIDLANDS,Doxepin,247,51497.07
202205,2022,MIDLANDS,Doxepin,256,47078.64
202206,2022,MIDLANDS,Doxepin,244,48447.57
202207,2022,MIDLANDS,Doxepin,241,46694.71
202208,2022,MIDLANDS,Doxepin,262,50890.83
202209,2022,MIDLANDS,Doxepin,237,47681.62
202210,2022,MIDLANDS,Doxepin,250,45927.39
202211,2022,MIDLANDS,Doxepin,260,47683.76
202212,2022,MIDLANDS,Doxepin,252,45930.54
202301,2023,MIDLANDS,Doxepin,241,44079.26
202302,2023,MIDLANDS,Doxepin,260,46382.21
202303,2023,MIDLANDS,Doxepin,250,47318.8
202304,2023,MIDLANDS,Doxepin,239,41548.49
202305,2023,MIDLANDS,Doxepin,264,44515.2
202306,2023,MIDLANDS,Doxepin,232,43914.240000000005
202307,2023,MIDLANDS,Doxepin,227,41367.29
202308,2023,MIDLANDS,Doxepin,262,48272.14
202309,2023,MIDLANDS,Doxepin,214,39977.4
202310,2023,MIDLANDS,Doxepin,246,43692.58
202311,2023,MIDLANDS,Doxepin,208,38225.84
202312,2023,MIDLANDS,Doxepin,216,41821.42
202401,2024,MIDLANDS,Doxepin,236,42312.84
202402,2024,MIDLANDS,Doxepin,204,38069.79
202403,2024,MIDLANDS,Doxepin,208,37730.11
202404,2024,MIDLANDS,Doxepin,217,37441.21999999999
202405,2024,MIDLANDS,Doxepin,221,40717.58
202406,2024,MIDLANDS,Doxepin,207,36436.61
202407,2024,MIDLANDS,Doxepin,215,34319.570000000036
202408,2024,MIDLANDS,Doxepin,213,36027.910000000025
202409,2024,MIDLANDS,Doxepin,214,33465.23000000003
202410,2024,MIDLANDS,Doxepin,216,28251.81000000001
202411,2024,MIDLANDS,Doxepin,203,26532.42000000001
202412,2024,MIDLANDS,Doxepin,222,29217.52
202101,2021,NORTH EAST AND YORKSHIRE,Doxepin,396,74873.29000000001
202102,2021,NORTH EAST AND YORKSHIRE,Doxepin,387,68639.27
202103,2021,NORTH EAST AND YORKSHIRE,Doxepin,422,78700.51
202104,2021,NORTH EAST AND YORKSHIRE,Doxepin,369,75798.76999999999
202105,2021,NORTH EAST AND YORKSHIRE,Doxepin,362,69082.84
202106,2021,NORTH EAST AND YORKSHIRE,Doxepin,394,74849.76000000001
202107,2021,NORTH EAST AND YORKSHIRE,Doxepin,371,71901.73999999999
202108,2021,NORTH EAST AND YORKSHIRE,Doxepin,361,73483.19
202109,2021,NORTH EAST AND YORKSHIRE,Doxepin,369,70158.5
202110,2021,NORTH EAST AND YORKSHIRE,Doxepin,344,67617.68
202111,2021,NORTH EAST AND YORKSHIRE,Doxepin,369,75672.72
202112,2021,NORTH EAST AND YORKSHIRE,Doxepin,398,77951.26
202201,2022,NORTH EAST AND YORKSHIRE,Doxepin,364,68156.70000000001
202202,2022,NORTH EAST AND YORKSHIRE,Doxepin,344,67951.38
202203,2022,NORTH EAST AND YORKSHIRE,Doxepin,357,69412.69
202204,2022,NORTH EAST AND YORKSHIRE,Doxepin,362,62286.73
202205,2022,NORTH EAST AND YORKSHIRE,Doxepin,365,73119.75
202206,2022,NORTH EAST AND YORKSHIRE,Doxepin,361,63739.08
202207,2022,NORTH EAST AND YORKSHIRE,Doxepin,328,62668.36
202208,2022,NORTH EAST AND YORKSHIRE,Doxepin,369,69327
202209,2022,NORTH EAST AND YORKSHIRE,Doxepin,366,62353.68
202210,2022,NORTH EAST AND YORKSHIRE,Doxepin,374,64755.86
202211,2022,NORTH EAST AND YORKSHIRE,Doxepin,385,71890.29000000001
202212,2022,NORTH EAST AND YORKSHIRE,Doxepin,353,66432.89
202301,2023,NORTH EAST AND YORKSHIRE,Doxepin,377,69668.39
202302,2023,NORTH EAST AND YORKSHIRE,Doxepin,316,57703.46
202303,2023,NORTH EAST AND YORKSHIRE,Doxepin,381,73380.28
202304,2023,NORTH EAST AND YORKSHIRE,Doxepin,324,57789.54
202305,2023,NORTH EAST AND YORKSHIRE,Doxepin,325,64574.64
202306,2023,NORTH EAST AND YORKSHIRE,Doxepin,323,59750.96
202307,2023,NORTH EAST AND YORKSHIRE,Doxepin,309,60788.39
202308,2023,NORTH EAST AND YORKSHIRE,Doxepin,334,64122.82
202309,2023,NORTH EAST AND YORKSHIRE,Doxepin,308,58119.78
202310,2023,NORTH EAST AND YORKSHIRE,Doxepin,321,57896.75
202311,2023,NORTH EAST AND YORKSHIRE,Doxepin,292,56866.21
202312,2023,NORTH EAST AND YORKSHIRE,Doxepin,304,61561.96
202401,2024,NORTH EAST AND YORKSHIRE,Doxepin,330,61619.87
202402,2024,NORTH EAST AND YORKSHIRE,Doxepin,305,57970.130000000005
202403,2024,NORTH EAST AND YORKSHIRE,Doxepin,295,53844.04
202404,2024,NORTH EAST AND YORKSHIRE,Doxepin,276,48440.06
202405,2024,NORTH EAST AND YORKSHIRE,Doxepin,288,52579.11000000001
202406,2024,NORTH EAST AND YORKSHIRE,Doxepin,279,50114.97
202407,2024,NORTH EAST AND YORKSHIRE,Doxepin,318,49613.01000000003
202408,2024,NORTH EAST AND YORKSHIRE,Doxepin,279,44141.880000000056
202409,2024,NORTH EAST AND YORKSHIRE,Doxepin,278,44906.490000000034
202410,2024,NORTH EAST AND YORKSHIRE,Doxepin,303,36056.61000000001
202411,2024,NORTH EAST AND YORKSHIRE,Doxepin,266,33501.95
202412,2024,NORTH EAST AND YORKSHIRE,Doxepin,303,40165.850000000006
202101,2021,NORTH WEST,Doxepin,201,41095.87
202102,2021,NORTH WEST,Doxepin,200,45520.55
202103,2021,NORTH WEST,Doxepin,217,47131.770000000004
202104,2021,NORTH WEST,Doxepin,223,47026.48
202105,2021,NORTH WEST,Doxepin,206,43695.020000000004
202106,2021,NORTH WEST,Doxepin,215,43743.91
202107,2021,NORTH WEST,Doxepin,221,48185.94
202108,2021,NORTH WEST,Doxepin,194,41675.98
202109,2021,NORTH WEST,Doxepin,201,38758.55
202110,2021,NORTH WEST,Doxepin,214,45123.009999999995
202111,2021,NORTH WEST,Doxepin,189,40663.36
202112,2021,NORTH WEST,Doxepin,209,46052.75
202201,2022,NORTH WEST,Doxepin,193,40902.11
202202,2022,NORTH WEST,Doxepin,182,40136.35
202203,2022,NORTH WEST,Doxepin,204,44054.93
202204,2022,NORTH WEST,Doxepin,185,41987.54
202205,2022,NORTH WEST,Doxepin,175,38087.86
202206,2022,NORTH WEST,Doxepin,168,36307.46
202207,2022,NORTH WEST,Doxepin,171,41189.5
202208,2022,NORTH WEST,Doxepin,165,33029.37
202209,2022,NORTH WEST,Doxepin,195,45516.520000000004
202210,2022,NORTH WEST,Doxepin,174,36573.08
202211,2022,NORTH WEST,Doxepin,177,40219.54
202212,2022,NORTH WEST,Doxepin,198,44813.020000000004
202301,2023,NORTH WEST,Doxepin,173,35539.86
202302,2023,NORTH WEST,Doxepin,162,34555.71
202303,2023,NORTH WEST,Doxepin,181,39333.18
202304,2023,NORTH WEST,Doxepin,164,37020.729999999996
202305,2023,NORTH WEST,Doxepin,161,37762.25
202306,2023,NORTH WEST,Doxepin,161,36358.15
202307,2023,NORTH WEST,Doxepin,152,34107.96
202308,2023,NORTH WEST,Doxepin,161,34318
202309,2023,NORTH WEST,Doxepin,166,38446.54
202310,2023,NORTH WEST,Doxepin,164,34329.94
202311,2023,NORTH WEST,Doxepin,166,39082.32
202312,2023,NORTH WEST,Doxepin,165,34359.240000000005
202401,2024,NORTH WEST,Doxepin,155,33172.25
202402,2024,NORTH WEST,Doxepin,154,31064.39
202403,2024,NORTH WEST,Doxepin,160,30830.29
202404,2024,NORTH WEST,Doxepin,158,30424.499999999993
202405,2024,NORTH WEST,Doxepin,162,32765.509999999987
202406,2024,NORTH WEST,Doxepin,143,26965.75999999999
202407,2024,NORTH WEST,Doxepin,158,28134.350000000013
202408,2024,NORTH WEST,Doxepin,146,26133.810000000012
202409,2024,NORTH WEST,Doxepin,142,23773.34
202410,2024,NORTH WEST,Doxepin,146,20854.370000000006
202411,2024,NORTH WEST,Doxepin,156,22333.630000000012
202412,2024,NORTH WEST,Doxepin,144,19796.86000000001
202101,2021,SOUTH EAST,Doxepin,191,49962.89
202102,2021,SOUTH EAST,Doxepin,187,45391.11
202103,2021,SOUTH EAST,Doxepin,217,53938.64
202104,2021,SOUTH EAST,Doxepin,198,53759.23
202105,2021,SOUTH EAST,Doxepin,201,44954.93
202106,2021,SOUTH EAST,Doxepin,207,52364.93
202107,2021,SOUTH EAST,Doxepin,198,49354.55
202108,2021,SOUTH EAST,Doxepin,183,45034.51
202109,2021,SOUTH EAST,Doxepin,183,46090.2
202110,2021,SOUTH EAST,Doxepin,199,49102.62
202111,2021,SOUTH EAST,Doxepin,179,42939.58
202112,2021,SOUTH EAST,Doxepin,198,51646.38
202201,2022,SOUTH EAST,Doxepin,181,44576.759999999995
202202,2022,SOUTH EAST,Doxepin,151,37589.240000000005
202203,2022,SOUTH EAST,Doxepin,193,52362.94
202204,2022,SOUTH EAST,Doxepin,165,38439
202205,2022,SOUTH EAST,Doxepin,180,47430.18
202206,2022,SOUTH EAST,Doxepin,185,43613.94
202207,2022,SOUTH EAST,Doxepin,168,46763.29
202208,2022,SOUTH EAST,Doxepin,193,44134
202209,2022,SOUTH EAST,Doxepin,186,46790.17
202210,2022,SOUTH EAST,Doxepin,186,45542.47
202211,2022,SOUTH EAST,Doxepin,178,41605.01
202212,2022,SOUTH EAST,Doxepin,196,48655.18
202301,2023,SOUTH EAST,Doxepin,195,43955.5
202302,2023,SOUTH EAST,Doxepin,179,47534.810000000005
202303,2023,SOUTH EAST,Doxepin,194,45161.86
202304,2023,SOUTH EAST,Doxepin,194,43774.259999999995
202305,2023,SOUTH EAST,Doxepin,181,42381.93
202306,2023,SOUTH EAST,Doxepin,188,48525.07
202307,2023,SOUTH EAST,Doxepin,160,38915.95
202308,2023,SOUTH EAST,Doxepin,168,45174.62
202309,2023,SOUTH EAST,Doxepin,151,38253.450000000004
202310,2023,SOUTH EAST,Doxepin,170,42302.57
202311,2023,SOUTH EAST,Doxepin,160,41467.4
202312,2023,SOUTH EAST,Doxepin,151,34999.06
202401,2024,SOUTH EAST,Doxepin,175,41181.26
202402,2024,SOUTH EAST,Doxepin,146,34683.05
202403,2024,SOUTH EAST,Doxepin,153,37436.69
202404,2024,SOUTH EAST,Doxepin,139,31630.019999999993
202405,2024,SOUTH EAST,Doxepin,151,37097.84999999999
202406,2024,SOUTH EAST,Doxepin,153,35071.669999999984
202407,2024,SOUTH EAST,Doxepin,146,31092.35000000001
202408,2024,SOUTH EAST,Doxepin,155,29768.270000000004
202409,2024,SOUTH EAST,Doxepin,153,28414.020000000004
202410,2024,SOUTH EAST,Doxepin,156,27678.530000000006
202411,2024,SOUTH EAST,Doxepin,156,23676.520000000008
202412,2024,SOUTH EAST,Doxepin,179,26686.250000000004
202101,2021,SOUTH WEST,Doxepin,221,40108.05
202102,2021,SOUTH WEST,Doxepin,207,40944.5
202103,2021,SOUTH WEST,Doxepin,243,47983.75
202104,2021,SOUTH WEST,Doxepin,238,45962.75
202105,2021,SOUTH WEST,Doxepin,202,40562.5
202106,2021,SOUTH WEST,Doxepin,241,47806.5
202107,2021,SOUTH WEST,Doxepin,228,42848.5
202108,2021,SOUTH WEST,Doxepin,226,44352.25
202109,2021,SOUTH WEST,Doxepin,233,43029.5
202110,2021,SOUTH WEST,Doxepin,210,37988.75
202111,2021,SOUTH WEST,Doxepin,249,47179
202112,2021,SOUTH WEST,Doxepin,230,47236.25
202201,2022,SOUTH WEST,Doxepin,213,38200
202202,2022,SOUTH WEST,Doxepin,188,35597.25
202203,2022,SOUTH WEST,Doxepin,222,44517.25
202204,2022,SOUTH WEST,Doxepin,202,36149
202205,2022,SOUTH WEST,Doxepin,226,45085.5
202206,2022,SOUTH WEST,Doxepin,213,35589.82
202207,2022,SOUTH WEST,Doxepin,219,43190.75
202208,2022,SOUTH WEST,Doxepin,213,41386.68
202209,2022,SOUTH WEST,Doxepin,211,41525.01
202210,2022,SOUTH WEST,Doxepin,219,39935.9
202211,2022,SOUTH WEST,Doxepin,208,42558.8
202212,2022,SOUTH WEST,Doxepin,194,38013.88
202301,2023,SOUTH WEST,Doxepin,210,40135.48
202302,2023,SOUTH WEST,Doxepin,183,36864.630000000005
202303,2023,SOUTH WEST,Doxepin,204,42591.850000000006
202304,2023,SOUTH WEST,Doxepin,192,40360.28999999999
202305,2023,SOUTH WEST,Doxepin,169,34179.44
202306,2023,SOUTH WEST,Doxepin,193,37116.26
